,C,A,B,N,M,R,G,H,D
55118,3,2,1,0,0,0,0,0,0
55119,2,0,0,0,1,0,0,0,0
55120,4,2,0,0,2,0,1,0,0
55121,3,0,0,1,0,0,0,0,0
55122,0,1,0,0,3,0,0,0,0
55123,0,1,0,0,1,0,0,0,0
55124,0,0,0,1,2,1,0,0,0
55125,0,0,1,0,2,0,0,0,0
55126,2,2,1,0,1,0,0,0,0
55127,1,0,0,0,1,0,0,0,0
55128,3,0,0,0,0,0,0,0,0
55129,3,1,1,0,0,0,0,0,0
55130,0,0,0,0,2,0,0,0,0
55131,0,1,0,0,0,1,0,0,0
55132,0,1,0,0,0,0,0,0,1
55133,2,0,1,1,1,0,0,0,0
55134,3,2,0,0,0,0,0,0,0
55135,3,1,1,1,0,0,0,0,0
55136,2,0,0,0,0,0,0,0,0
55137,1,1,1,0,0,1,0,0,0
55138,4,1,1,2,1,0,0,0,0
55139,2,0,1,0,0,0,0,0,0
55140,0,1,0,0,1,0,0,0,0
55141,2,1,1,0,0,0,0,0,0
55142,1,0,1,0,0,0,0,0,0
55143,0,1,0,0,1,0,0,0,0
55144,3,1,0,0,0,0,0,0,0
55145,5,2,0,0,1,1,0,0,0
55146,0,1,0,1,0,0,0,0,0
55147,0,1,0,1,0,0,0,0,0
55148,2,0,0,0,1,0,0,0,0
55149,4,1,0,0,0,0,0,0,0
55150,5,0,0,0,0,0,0,0,0
55151,3,0,1,0,1,1,0,0,0
55152,2,0,0,0,0,0,0,0,0
55153,3,1,1,0,1,0,0,0,0
55154,2,0,1,0,0,0,0,0,0
55155,1,0,0,1,0,0,0,0,0
55156,0,0,1,1,0,0,0,0,1
55157,4,1,1,0,0,0,0,0,0
55158,3,2,0,0,0,0,0,0,0
55159,2,0,0,0,0,0,0,0,0
55160,0,1,0,1,0,0,0,0,0
55161,0,0,0,0,1,1,0,0,0
55162,3,1,0,1,0,0,0,0,0
55163,0,0,0,1,0,0,0,0,1
55164,0,0,0,0,1,0,0,0,1
55165,2,0,2,0,0,0,0,0,1
55166,0,0,0,1,0,0,0,0,1
55167,1,0,0,1,1,0,0,0,0
55168,2,0,0,0,0,0,0,0,0
55169,1,0,0,0,1,0,0,0,0
55170,2,1,0,1,1,0,0,0,0
55171,5,1,1,1,0,0,0,0,0
55172,0,0,0,0,1,1,0,0,0
55173,3,0,0,0,0,0,0,0,0
55174,3,1,0,0,0,0,0,0,0
55175,0,0,0,1,2,0,0,0,0
55176,6,1,0,1,1,0,0,0,0
55177,2,0,1,0,0,0,0,0,0
55178,0,0,0,0,2,0,0,0,0
55179,1,3,0,1,0,0,0,0,0
55180,0,1,0,1,0,0,0,0,0
55181,3,0,1,0,0,0,0,0,0
55182,0,0,1,1,0,0,0,0,0
55183,0,1,0,1,1,0,0,0,0
55184,0,1,0,1,1,0,0,0,0
55185,2,1,0,0,0,0,0,0,0
55186,2,0,0,0,0,0,0,0,0
55187,5,0,0,0,0,2,0,0,0
55188,3,0,0,0,0,0,0,0,0
55189,4,3,1,2,0,0,0,0,0
55190,1,2,0,2,0,0,0,0,0
55191,4,1,0,0,0,0,0,0,0
55192,2,2,0,0,0,0,0,0,0
55193,4,0,0,0,0,0,0,0,0
55194,3,1,0,1,0,0,0,0,0
55195,4,2,0,1,0,0,0,0,0
55196,0,0,0,0,1,1,0,0,0
55197,2,0,0,0,0,0,0,0,0
55198,1,0,1,0,0,0,0,0,0
55199,0,3,0,2,0,0,0,0,0
55200,2,1,0,0,0,0,0,0,0
55201,0,2,0,0,0,0,0,0,0
55202,3,1,0,1,0,0,0,0,0
55203,3,0,0,1,0,0,0,0,0
55204,2,0,1,0,0,0,0,0,0
55205,0,1,1,0,0,0,0,0,0
55206,4,1,0,0,0,1,0,0,0
55207,3,1,0,0,0,0,0,0,0
55208,4,1,0,1,1,0,0,0,0
55209,0,1,0,1,0,0,0,0,0
55210,0,1,0,0,1,0,0,0,0
55211,5,1,1,1,0,0,1,0,0
55212,3,1,0,0,0,0,0,0,0
55213,2,0,0,1,0,0,0,0,0
55214,4,1,1,0,0,0,1,0,0
55215,3,0,0,1,0,0,0,0,0
55216,4,0,0,0,0,0,0,0,0
55217,4,0,0,0,0,0,0,0,0
55218,2,0,0,0,0,0,0,0,0
55219,1,0,0,1,1,0,0,0,0
55220,4,3,0,0,2,0,0,0,0
55221,0,0,0,0,1,1,0,0,0
55222,1,2,0,0,0,0,0,0,0
55223,0,1,0,2,0,0,0,0,0
55224,0,0,0,0,0,2,0,0,1
55225,0,1,0,1,2,0,0,0,0
55226,3,1,0,0,0,0,0,0,0
55227,0,1,0,0,3,0,0,0,0
55228,4,1,0,0,0,0,0,0,0
55229,2,0,0,0,0,0,0,0,0
55230,2,1,1,0,0,0,0,0,0
55231,0,1,0,0,1,0,0,0,0
55232,2,1,0,0,0,0,0,0,0
55233,4,1,0,0,0,0,0,1,0
55234,2,0,0,0,0,1,0,0,0
55235,4,3,1,1,1,0,0,0,0
55236,4,1,0,0,1,0,0,0,0
55237,4,1,1,1,2,0,0,0,0
55238,2,1,0,0,1,0,0,0,0
55239,2,4,0,1,0,0,0,0,0
55240,4,1,1,2,0,0,0,0,0
55241,1,0,0,0,1,0,0,0,0
55242,1,0,0,1,1,0,0,0,0
55243,3,3,1,1,0,0,1,0,0
55244,1,2,1,1,0,0,1,0,0
55245,3,2,1,0,2,0,0,0,0
55246,0,0,0,1,0,1,0,0,0
55247,2,0,0,0,0,0,0,0,0
55248,0,0,0,0,0,2,0,0,0
55249,1,2,0,0,0,0,1,0,0
55250,2,0,0,0,0,0,0,0,0
55251,0,0,0,0,0,2,0,0,0
55252,0,2,0,0,0,0,0,0,0
55253,2,1,1,1,0,0,0,0,0
55254,0,0,0,2,0,0,0,0,0
55255,2,1,1,0,0,0,0,0,0
55256,2,0,1,0,0,0,0,0,0
55257,2,0,0,0,0,0,0,0,0
55258,0,0,0,1,1,0,0,0,0
55259,0,1,0,0,0,1,0,0,0
55260,1,0,0,0,0,0,1,0,0
55261,4,0,0,0,0,1,0,0,0
55262,0,1,0,1,0,0,0,0,0
55263,4,0,0,1,0,0,0,0,0
55264,2,0,0,1,1,0,0,0,0
55265,5,3,0,0,0,0,0,0,0
55266,6,2,0,0,0,0,0,0,0
55267,4,1,0,1,1,1,0,0,0
55268,4,1,0,0,0,0,0,0,0
55269,2,1,2,0,1,0,0,0,0
55270,2,0,0,0,0,0,0,0,0
55271,4,1,0,0,0,0,0,0,0
55272,0,2,0,0,0,0,0,0,0
55273,2,0,0,0,0,0,0,0,0
55274,3,0,0,0,0,0,0,0,0
55275,2,1,0,0,0,0,0,0,0
55276,1,0,0,1,1,0,0,0,0
55277,2,0,1,0,0,0,0,0,0
55278,1,0,0,0,2,0,0,0,0
55279,0,1,0,0,1,0,0,0,0
55280,0,2,0,0,0,0,0,0,0
55281,1,2,1,0,0,0,0,0,0
55282,0,0,0,0,0,2,0,0,0
55283,2,1,0,0,0,0,0,0,0
55284,3,1,0,0,0,0,0,0,0
55285,3,1,0,2,0,0,0,0,0
55286,4,3,0,0,0,0,0,0,0
55287,2,0,0,0,0,0,0,0,0
55288,2,1,0,0,0,0,0,1,0
55289,3,1,1,0,0,0,0,0,0
55290,0,1,0,0,1,1,0,0,1
55291,5,0,1,1,0,0,0,0,0
55292,0,0,0,0,1,1,0,0,0
55293,0,0,0,1,1,0,0,0,0
55294,0,2,0,2,2,0,0,0,0
55295,3,0,0,0,0,0,0,0,0
55296,0,1,0,1,0,0,0,0,0
55297,0,1,0,1,0,0,1,0,0
55298,1,0,0,1,0,0,0,0,0
55299,3,0,0,0,0,0,0,0,0
55300,1,1,1,0,0,0,0,0,0
55301,2,0,0,1,0,0,0,0,0
55302,1,1,0,0,0,0,0,0,0
55303,0,0,1,0,1,0,0,0,0
55304,3,1,0,0,0,0,0,0,0
55305,3,0,1,0,0,0,0,0,0
55306,0,2,0,0,0,0,0,0,0
55307,4,0,1,0,1,0,1,0,0
55308,5,1,1,0,1,0,0,0,0
55309,1,0,0,0,0,0,0,0,1
55310,0,1,1,0,0,0,0,0,0
55311,0,0,0,0,2,0,0,0,0
55312,0,1,0,1,0,0,0,0,0
55313,0,1,0,0,0,1,0,0,0
55314,0,2,0,0,2,0,0,0,0
55315,5,0,0,1,0,0,0,0,0
55316,0,0,0,1,2,0,0,0,0
55317,0,2,0,0,0,0,0,0,0
55318,0,1,0,1,1,0,0,0,0
55319,5,1,0,0,1,0,0,0,0
55320,3,0,0,1,0,0,0,0,0
55321,0,0,1,1,0,0,0,0,0
55322,2,0,0,0,0,0,0,0,0
55323,2,0,0,0,0,0,0,0,0
55324,1,2,0,2,0,0,0,0,0
55325,3,0,1,1,0,0,0,0,0
55326,2,3,0,0,1,0,0,0,0
55327,3,0,0,0,0,0,0,0,0
55328,4,1,1,0,1,0,0,0,0
55329,3,1,0,1,0,0,0,0,0
55330,0,0,0,0,0,2,0,0,0
55331,0,0,0,1,1,0,0,0,0
55332,3,0,0,0,0,1,0,0,0
55333,5,1,0,0,0,0,0,0,0
55334,4,1,1,0,0,0,1,0,0
55335,3,4,0,0,1,0,0,0,0
55336,0,0,0,0,0,2,0,0,0
55337,2,2,0,0,0,0,0,0,0
55338,4,1,0,0,0,0,0,0,0
55339,2,2,0,1,0,0,0,0,0
55340,0,0,0,1,1,1,0,0,0
55341,3,2,0,1,1,0,0,0,0
55342,4,3,0,0,0,1,0,0,0
55343,1,0,0,0,1,0,0,1,0
55344,0,2,0,0,0,1,0,0,0
55345,3,0,0,0,0,0,0,0,0
55346,0,2,0,0,0,0,0,0,0
55347,2,1,0,0,0,0,1,0,0
55348,3,1,0,0,0,0,0,0,0
55349,3,0,0,1,1,0,0,0,0
55350,3,2,0,0,1,0,0,0,0
55351,0,1,0,1,0,0,0,0,0
55352,3,1,0,0,1,0,0,0,0
55353,4,1,0,1,0,0,0,0,0
55354,3,0,0,1,0,0,0,0,0
55355,2,0,0,0,0,0,0,0,0
55356,5,2,1,1,0,0,1,0,0
55357,2,2,0,0,0,0,0,0,0
55358,2,0,0,1,0,1,0,0,0
55359,4,0,1,2,1,0,0,0,0
55360,5,4,0,0,0,0,0,0,0
55361,5,1,1,1,0,0,0,0,0
55362,4,1,0,1,1,0,0,0,0
55363,5,1,0,0,1,0,0,0,0
55364,5,1,1,1,1,0,0,0,0
55365,4,0,0,0,0,0,0,0,0
55366,2,2,1,0,0,0,0,0,0
55367,0,0,1,0,0,0,0,0,1
55368,2,1,0,1,0,0,0,0,0
55369,3,0,0,0,0,0,0,0,0
55370,3,1,1,0,0,0,0,0,0
55371,5,0,0,0,0,0,0,0,0
55372,0,0,0,0,2,0,0,0,0
55373,1,3,0,2,1,1,0,0,0
55374,0,3,0,0,0,0,0,0,0
55375,1,2,1,0,1,0,0,0,0
55376,3,2,1,1,0,0,0,0,0
55377,4,0,0,0,0,0,0,0,0
55378,3,0,0,0,0,0,0,0,0
55379,0,1,0,0,1,0,0,0,0
55380,3,1,0,0,0,0,0,0,0
55381,3,0,0,0,0,0,0,0,0
55382,1,0,0,0,0,0,1,0,0
55383,2,2,0,0,0,0,0,0,0
55384,3,0,0,0,1,0,0,0,0
55385,6,3,1,0,0,0,0,0,0
55386,4,2,1,0,1,0,0,0,0
55387,8,2,0,0,0,0,0,0,0
55388,0,0,0,0,1,1,0,0,0
55389,3,1,0,2,4,0,0,0,0
55390,3,1,0,0,0,0,0,0,0
55391,3,1,1,2,1,0,0,0,0
55392,3,0,0,1,0,0,0,0,0
55393,4,0,1,0,0,0,0,0,0
55394,4,0,0,0,1,0,0,0,0
55395,0,0,0,1,1,0,0,0,0
55396,3,0,0,1,1,0,0,0,0
55397,4,2,1,2,0,0,0,0,0
55398,1,0,1,0,0,0,0,0,0
55399,0,1,0,0,0,0,1,0,0
55400,0,0,0,1,2,0,0,0,0
55401,5,2,1,0,0,0,0,0,0
55402,4,2,0,0,0,0,0,0,0
55403,3,0,0,1,0,0,0,0,0
55404,0,0,0,0,1,0,0,0,1
55405,4,1,1,0,0,0,0,0,0
55406,0,0,0,1,0,0,0,0,1
55407,0,0,0,1,2,0,0,0,0
55408,1,0,0,1,0,0,0,0,0
55409,0,2,0,1,0,0,0,0,0
55410,2,0,0,1,0,0,0,0,0
55411,0,1,0,1,0,0,0,0,0
55412,0,1,1,2,0,0,0,0,0
55413,1,0,0,1,0,0,0,0,0
55414,0,0,0,1,2,0,0,0,0
55415,0,2,0,2,1,0,0,0,0
55416,4,3,1,0,0,0,1,0,0
55417,2,0,1,0,1,0,0,1,0
55418,2,1,0,0,1,0,0,0,0
55419,5,2,0,2,0,0,0,0,0
55420,1,2,0,0,0,0,0,0,0
55421,3,0,0,1,0,0,0,0,0
55422,3,2,1,2,0,2,0,0,0
55423,3,2,1,1,2,0,0,0,0
55424,3,4,0,2,1,0,0,0,0
55425,3,1,0,1,0,0,0,0,0
55426,5,2,0,1,1,0,0,0,0
55427,1,0,0,1,0,0,0,0,0
55428,1,1,0,0,1,0,0,0,0
55429,3,1,0,0,1,0,0,0,0
55430,4,1,0,0,0,0,0,0,0
55431,3,0,0,0,1,0,0,0,0
55432,2,1,0,1,0,0,0,0,0
55433,1,0,1,2,0,0,0,0,0
55434,2,1,1,0,1,0,0,0,0
55435,5,0,0,0,0,0,0,1,0
55436,4,0,0,0,0,0,0,0,0
55437,1,0,0,0,0,1,0,0,0
55438,2,1,0,1,1,0,0,0,0
55439,0,0,0,1,2,0,0,0,0
55440,4,0,0,0,0,0,0,0,0
55441,3,3,1,0,0,0,0,0,0
55442,2,0,0,0,0,0,0,0,0
55443,2,2,0,0,0,0,0,0,0
55444,0,0,0,0,2,0,0,0,0
55445,3,1,1,1,0,0,0,0,0
55446,0,0,0,1,1,0,0,0,0
55447,1,0,0,1,0,0,0,0,0
55448,0,1,0,0,2,0,0,0,0
55449,2,2,0,0,1,0,0,0,0
55450,0,1,1,0,0,0,0,0,0
55451,2,0,0,0,0,1,0,0,0
55452,4,1,0,2,0,0,0,0,0
55453,4,1,0,1,0,0,0,0,0
55454,4,1,0,0,1,0,0,0,0
55455,2,0,0,0,0,0,0,0,0
55456,0,0,0,0,1,0,0,1,0
55457,1,1,0,1,0,0,0,0,0
55458,3,1,0,0,1,1,0,0,0
55459,1,0,0,1,0,0,0,0,0
55460,1,0,0,1,0,0,0,0,0
55461,1,0,0,1,0,0,0,0,0
55462,0,3,0,0,0,0,0,0,0
55463,3,2,0,2,1,0,1,0,0
55464,5,2,0,1,2,0,0,0,0
55465,1,0,0,0,1,0,0,0,0
55466,2,0,0,1,0,0,0,0,0
55467,1,1,0,2,0,0,0,0,0
55468,0,1,0,1,1,0,0,0,0
55469,2,1,1,0,0,0,0,0,0
55470,0,1,0,0,1,0,0,0,0
55471,2,0,0,0,0,0,0,0,0
55472,3,0,0,0,0,0,0,0,0
55473,0,0,0,0,1,0,0,0,1
55474,2,1,1,0,0,0,0,0,0
55475,1,2,0,0,0,0,1,0,0
55476,1,1,0,0,1,0,0,0,0
55477,0,1,0,1,0,0,0,0,0
55478,1,0,0,0,0,1,0,0,0
55479,3,3,0,0,0,0,0,0,0
55480,1,0,0,1,0,0,0,0,0
55481,4,3,0,1,0,1,1,0,0
55482,0,0,0,2,0,0,0,0,0
55483,2,1,0,0,0,0,0,0,0
55484,1,1,0,0,0,0,0,0,0
55485,3,0,0,0,0,0,0,0,0
55486,0,2,0,0,0,0,0,0,0
55487,4,0,0,0,0,0,0,0,0
55488,2,1,1,1,0,0,0,0,0
55489,3,0,0,1,1,0,0,0,0
55490,0,0,1,0,0,1,0,0,0
55491,1,0,1,1,1,0,0,0,0
55492,3,0,0,0,0,0,0,0,0
55493,3,0,0,0,0,0,0,0,0
55494,2,0,0,2,0,0,0,0,0
55495,2,0,1,1,1,0,0,0,0
55496,2,0,0,0,0,0,0,0,0
55497,1,1,0,0,0,0,0,0,0
55498,1,1,0,0,1,0,0,0,0
55499,2,2,0,0,0,0,0,0,0
55500,0,2,0,0,0,0,0,0,0
55501,2,0,0,0,0,0,1,0,0
55502,0,1,0,0,1,1,0,0,0
55503,5,2,0,0,0,1,0,0,0
55504,0,1,0,0,0,0,0,1,0
55505,2,0,1,0,0,0,0,1,0
55506,4,2,1,1,0,0,0,0,0
55507,0,0,0,1,0,1,0,0,0
55508,1,0,0,2,1,0,0,0,0
55509,3,0,1,0,0,0,0,0,0
55510,0,2,0,0,0,0,0,0,1
55511,4,0,0,0,0,0,0,0,0
55512,2,0,0,0,0,0,0,0,0
55513,3,0,0,0,0,0,0,0,0
55514,0,1,0,1,0,0,0,0,0
55515,0,1,0,1,1,0,0,0,0
55516,0,1,0,0,1,0,0,0,0
55517,3,0,0,0,0,0,0,0,0
55518,0,0,0,1,1,0,0,0,0
55519,2,0,0,0,0,0,0,0,0
55520,3,0,1,0,0,0,0,0,0
55521,0,1,0,1,0,0,0,0,0
55522,0,1,1,0,0,0,0,0,0
55523,3,0,0,0,0,0,0,0,0
55524,4,0,0,0,1,0,0,1,0
55525,5,1,0,0,1,0,1,0,0
55526,0,0,0,0,2,0,0,0,0
55527,3,1,1,0,0,0,0,0,0
55528,2,0,0,0,0,0,0,0,1
55529,0,2,0,0,0,0,0,0,0
55530,1,1,0,1,1,0,0,0,0
55531,2,1,1,0,0,0,0,0,0
55532,3,2,0,0,0,0,0,0,0
55533,5,1,0,0,0,0,0,0,0
55534,3,2,0,1,1,0,0,0,0
55535,0,1,0,1,1,0,0,0,0
55536,3,0,1,0,0,0,0,0,0
55537,1,1,0,0,0,0,0,0,0
55538,1,1,0,0,0,0,0,0,0
55539,1,0,0,0,0,1,0,0,0
55540,2,0,0,0,0,0,0,0,0
55541,1,0,0,1,0,0,0,0,0
55542,0,0,0,0,2,0,0,0,0
55543,2,0,0,0,0,0,0,0,0
55544,0,0,0,0,0,2,0,0,0
55545,0,0,0,1,2,0,0,0,0
55546,2,1,0,0,1,1,0,0,0
55547,2,3,0,4,1,0,0,0,0
55548,0,1,0,0,1,0,0,0,0
55549,2,0,0,0,0,0,0,0,0
55550,2,2,0,1,0,0,0,0,0
55551,1,1,0,0,0,0,0,0,0
55552,0,1,0,2,0,0,0,0,0
55553,2,0,0,0,0,0,0,0,0
55554,0,1,0,0,0,1,0,0,0
55555,4,1,0,0,0,0,0,0,0
55556,0,2,0,1,1,0,0,0,0
55557,0,0,0,2,0,0,0,0,0
55558,0,0,0,0,4,0,0,0,0
55559,0,1,0,1,0,1,0,0,0
55560,0,0,0,1,0,1,0,0,0
55561,3,0,1,1,0,0,0,0,0
55562,3,0,0,0,0,0,0,0,0
55563,3,1,0,0,0,0,0,0,0
55564,1,0,0,1,1,0,0,0,0
55565,5,2,0,0,0,0,0,0,0
55566,1,0,1,1,0,0,0,0,0
55567,2,2,0,1,0,0,0,0,0
55568,3,1,0,0,1,0,0,0,0
55569,3,4,1,1,0,1,0,0,0
55570,0,0,1,0,0,1,0,0,0
55571,1,1,0,0,0,0,0,1,0
55572,3,0,0,0,0,0,0,0,0
55573,0,0,0,0,0,2,0,0,0
55574,1,1,0,1,0,2,0,0,0
55575,3,0,0,0,0,0,0,0,0
55576,0,0,0,1,0,0,0,1,0
55577,1,1,0,1,1,0,0,0,0
55578,0,1,0,0,0,0,1,0,0
55579,0,3,0,0,0,0,0,0,0
55580,1,0,0,0,1,0,0,0,0
55581,3,2,1,0,0,0,0,0,0
55582,2,1,1,0,0,0,0,0,0
55583,3,0,0,1,0,0,0,0,0
55584,1,0,0,1,0,0,0,0,0
55585,5,0,0,0,0,0,0,0,0
55586,2,0,0,0,0,0,0,0,0
55587,0,1,0,1,0,0,0,0,0
55588,1,0,0,0,0,0,0,1,0
55589,1,0,0,2,0,0,0,0,0
55590,1,0,0,1,1,0,0,0,0
55591,0,0,0,0,3,0,0,0,0
55592,2,2,0,0,0,0,0,0,0
55593,2,0,0,0,0,0,0,0,0
55594,1,0,0,1,1,0,0,0,0
55595,0,1,0,0,1,0,0,0,0
55596,0,0,0,1,1,0,0,0,0
55597,3,1,0,0,0,0,0,1,0
55598,4,2,1,0,0,0,0,0,0
55599,3,1,1,0,0,0,0,0,0
55600,4,1,0,0,0,0,0,0,0
55601,2,0,1,0,0,0,0,0,0
55602,3,0,1,0,0,0,0,0,0
55603,2,1,0,0,1,0,0,0,0
55604,2,1,1,0,0,0,0,0,0
55605,4,2,1,1,1,0,0,0,0
55606,3,0,1,0,1,0,0,0,0
55607,1,0,0,1,0,0,0,0,0
55608,1,1,1,0,0,0,0,0,0
55609,3,1,0,0,0,0,0,0,0
55610,1,0,0,0,1,0,0,0,0
55611,4,1,0,0,0,0,0,0,0
55612,0,0,0,2,2,0,0,0,0
55613,0,0,1,1,1,0,0,0,0
55614,4,1,0,1,1,0,0,0,0
55615,5,1,0,2,0,0,0,0,0
55616,2,0,1,1,0,0,0,0,0
55617,1,0,0,0,1,0,0,0,0
55618,3,1,0,0,0,0,0,0,0
55619,2,0,0,0,0,0,0,0,0
55620,3,0,0,0,0,0,0,0,0
55621,3,0,1,0,0,0,0,0,0
55622,0,0,0,1,0,1,0,0,0
55623,1,2,0,1,1,0,0,0,0
55624,1,0,0,0,1,0,0,0,0
55625,5,0,1,0,1,0,0,0,0
55626,1,1,1,2,0,0,0,0,0
55627,0,1,1,1,1,0,0,0,0
55628,3,1,0,0,0,0,0,0,0
55629,4,1,0,1,1,0,0,0,1
55630,4,1,0,0,0,0,0,0,0
55631,0,0,1,0,1,0,0,0,0
55632,0,1,0,0,1,0,0,0,0
55633,0,0,0,1,1,0,0,0,0
55634,3,0,0,0,0,0,0,0,0
55635,3,0,0,1,0,0,0,0,0
55636,0,1,0,2,0,0,0,0,0
55637,4,1,0,0,1,0,0,0,0
55638,0,1,0,0,0,1,0,0,0
55639,0,0,0,0,0,2,0,0,0
55640,0,0,0,1,1,0,0,0,0
55641,1,0,0,2,1,0,0,0,0
55642,2,0,0,0,0,0,0,0,0
55643,3,0,0,1,0,0,0,0,0
55644,1,2,0,0,0,0,0,0,0
55645,5,1,0,0,0,0,0,0,0
55646,3,1,0,0,0,0,0,0,0
55647,3,0,1,0,0,1,0,0,0
55648,1,1,0,0,1,0,0,0,0
55649,1,1,0,0,1,0,0,0,0
55650,2,0,0,0,1,0,0,0,0
55651,6,0,0,0,1,0,0,0,0
55652,2,0,0,0,0,0,1,0,0
55653,4,2,0,0,1,0,0,1,0
55654,2,2,1,0,0,0,0,0,0
55655,1,1,0,1,1,0,0,0,0
55656,1,1,0,1,1,0,0,0,0
55657,5,1,1,1,0,0,0,0,0
55658,2,0,0,0,0,0,0,0,0
55659,3,1,0,0,0,0,0,0,0
55660,2,0,0,0,0,0,1,0,0
55661,2,0,0,0,0,0,1,0,0
55662,0,1,0,0,1,0,0,0,0
55663,3,0,0,0,0,0,0,0,0
55664,1,1,0,0,0,0,0,0,0
55665,1,1,0,0,0,0,0,0,0
55666,5,0,0,1,2,0,0,0,0
55667,3,0,1,0,0,0,0,0,0
55668,0,0,0,0,1,1,0,0,0
55669,3,1,1,0,0,0,0,0,0
55670,0,1,1,0,0,0,0,0,0
55671,4,2,0,1,2,1,0,0,0
55672,1,0,0,0,1,0,0,0,0
55673,0,0,0,1,0,1,0,0,0
55674,3,1,1,0,1,0,0,0,0
55675,3,1,1,1,0,1,0,0,0
55676,2,1,1,1,0,0,0,0,0
55677,1,0,0,2,0,0,0,0,0
55678,0,0,1,1,1,0,0,1,0
55679,4,3,0,0,0,0,0,0,0
55680,1,0,0,0,0,0,1,0,0
55681,0,2,0,0,0,0,0,0,0
55682,0,0,0,1,0,2,0,0,0
55683,4,1,0,0,0,0,0,0,0
55684,1,0,0,0,1,0,0,0,0
55685,3,1,1,0,2,0,0,0,0
55686,2,0,1,0,1,0,0,0,0
55687,2,1,0,0,0,0,0,0,0
55688,4,1,0,0,0,0,0,0,0
55689,0,0,0,0,2,0,0,0,0
55690,0,0,0,1,1,0,0,0,0
55691,0,0,0,1,0,1,0,0,0
55692,0,2,0,0,0,0,0,0,0
55693,0,1,0,1,0,0,0,0,0
55694,3,0,0,0,0,0,0,0,0
55695,2,0,0,0,0,0,0,0,0
55696,0,0,0,0,0,2,0,0,0
55697,0,1,0,0,1,0,0,0,0
55698,6,3,0,0,0,0,0,0,0
55699,2,0,0,0,0,1,0,0,0
55700,2,0,0,0,0,0,0,0,0
55701,2,0,0,0,0,0,0,0,0
55702,0,0,0,0,1,1,0,0,0
55703,4,0,1,2,0,0,0,0,0
55704,4,0,1,0,0,0,0,0,0
55705,0,0,0,1,1,0,0,0,0
55706,4,0,0,1,1,0,0,0,0
55707,4,2,1,1,1,0,0,0,0
55708,0,1,0,0,0,0,0,0,1
55709,2,0,0,0,0,0,0,0,0
55710,0,0,0,1,1,1,0,0,0
55711,0,0,0,1,1,0,0,0,0
55712,0,1,0,0,1,0,0,0,0
55713,1,1,0,1,1,0,0,0,0
55714,4,0,0,0,0,0,0,0,0
55715,4,3,1,0,0,0,0,0,0
55716,3,0,1,0,0,0,0,0,0
55717,2,2,0,1,1,2,0,0,1
55718,4,1,0,0,0,0,0,0,0
55719,5,1,1,1,1,0,1,0,0
55720,0,0,1,0,1,0,0,0,0
55721,0,1,0,1,0,2,0,0,0
55722,1,0,0,0,2,0,0,0,0
55723,3,1,0,0,1,0,0,0,0
55724,4,1,0,0,0,0,1,0,0
55725,0,0,0,0,1,0,0,0,1
55726,0,0,0,1,1,0,0,0,0
55727,2,1,0,0,0,0,0,0,0
55728,1,0,0,0,0,0,0,0,1
55729,4,0,0,0,0,0,0,0,0
55730,1,1,0,0,0,0,0,0,0
55731,2,1,0,0,0,0,0,0,0
55732,4,1,0,2,2,0,0,0,0
55733,0,0,0,0,2,0,0,0,0
55734,2,2,0,0,0,0,0,0,0
55735,2,0,2,0,0,0,0,0,0
55736,3,0,0,0,0,0,0,1,0
55737,4,4,0,0,0,0,0,0,0
55738,0,0,1,0,0,0,0,0,1
55739,2,1,0,1,0,0,0,0,0
55740,2,3,0,0,1,0,0,0,0
55741,4,3,1,2,0,0,0,0,0
55742,4,0,1,0,1,0,0,0,0
55743,3,3,0,0,1,0,0,0,0
55744,0,1,0,0,0,1,0,0,0
55745,2,0,0,0,0,0,0,0,0
55746,0,0,0,0,2,0,0,0,0
55747,5,1,1,0,0,0,0,0,0
55748,4,3,1,1,0,0,1,0,0
55749,3,0,0,0,0,0,0,0,0
55750,0,0,0,0,1,1,0,0,0
55751,2,1,1,0,0,0,0,0,0
55752,3,0,0,0,1,0,0,0,0
55753,3,1,1,0,0,0,0,0,0
55754,4,1,0,0,0,0,0,0,0
55755,1,0,0,0,0,1,0,0,0
55756,0,2,1,0,0,1,0,0,0
55757,5,0,0,0,0,0,0,0,0
55758,0,1,0,0,0,1,0,0,0
55759,1,0,0,0,2,1,0,0,0
55760,2,1,0,1,1,0,0,0,0
55761,0,0,0,2,0,0,0,0,0
55762,0,0,1,0,0,1,0,0,0
55763,2,0,0,1,0,0,0,1,0
55764,1,2,0,0,0,0,0,0,0
55765,3,0,0,1,1,0,0,0,0
55766,4,2,0,0,1,0,0,0,0
55767,2,0,0,0,1,0,0,0,0
55768,2,0,1,0,1,0,0,0,0
55769,2,0,0,0,0,0,0,0,0
55770,4,0,1,0,0,0,0,0,0
55771,5,0,1,0,1,0,0,0,0
55772,3,1,0,0,0,0,0,0,0
55773,4,1,0,0,0,0,0,0,0
55774,0,1,0,0,2,0,0,0,0
55775,3,1,0,0,0,0,0,0,0
55776,5,1,0,0,3,0,0,0,0
55777,1,0,0,1,0,0,0,0,0
55778,1,0,0,1,0,0,0,0,0
55779,2,0,0,0,0,0,0,0,0
55780,0,0,0,1,1,1,0,0,0
55781,3,0,0,0,0,0,0,0,0
55782,5,0,0,0,0,0,0,0,0
